'''
1-FUNDO
2-PRATO
3-ALFACE
'''
#alface
[77.106995, 51.284503, 37.285507, 0.130833, 1]
[73.755766, 53.974475, 40.507947, 0.060333, 1]
[45.142137, 24.014618, 6.591612, 0.058167, 1]
[185.522617, 173.740567, 174.213735, 0.475833, 2]
[189.618318, 193.604095, 201.430603, 0.491333, 2]
[60.397760, 32.343370, 13.941401, 0.070833, 1]
[57.703056, 28.855665, 10.146699, 0.073333, 1]
[85.515938, 56.796897, 46.417772, 0.387833, 1]
[207.413790, 86.071923, 21.745053, 0.181000, 4]
[73.575497, 41.702931, 24.556580, 0.136000, 1]
[189.125203, 189.059972, 196.836924, 0.547500, 2]
[68.220272, 37.170021, 19.065530, 0.110333, 1]
[182.930771, 185.787520, 190.882297, 0.428833, 2]
[183.594032, 186.332556, 191.350993, 0.532333, 2]
[44.394511, 24.670440, 5.117038, 0.058000, 1]
[46.194089, 28.214017, 5.278573, 0.062000, 1]
[72.486412, 42.095246, 19.500857, 0.127167, 1]
[72.395558, 42.214574, 18.545274, 0.186333, 1]
[90.474555, 59.121501, 39.436069, 0.259667, 1]
[33.682979, 17.092184, 2.487158, 0.020667, 1]
[54.198066, 27.773817, 6.504249, 0.038333, 1]
[76.082203, 50.321768, 35.284830, 0.075667, 1]
[67.763269, 36.336128, 16.708926, 0.070333, 1]
[36.137645, 18.066493, 3.195607, 0.054167, 1]
[179.453981, 184.669873, 190.030530, 0.607000, 2]
[177.691206, 174.257664, 176.239622, 0.463000, 2]
[177.978126, 180.695987, 185.334212, 0.567667, 2]
[49.378386, 23.553515, 5.630113, 0.056333, 1]
[69.568439, 38.213506, 20.032046, 0.130167, 1]
[47.130994, 21.312179, 4.157624, 0.051500, 1]
[172.695738, 166.659331, 174.707191, 0.378667, 2]
[178.823872, 179.823177, 183.867774, 0.460000, 2]
[205.109810, 90.819812, 28.609742, 0.172500, 4]
[182.596254, 184.735562, 192.625130, 0.483833, 2]
[57.010592, 25.451364, 7.216703, 0.058833, 1]
[63.616645, 30.554319, 10.843752, 0.075167, 1]
[75.320790, 40.795197, 22.488367, 0.343833, 1]
[68.265985, 34.624698, 14.640244, 0.135500, 1]
[182.475968, 188.033407, 192.502944, 0.524333, 2]
[189.904991, 196.567757, 203.512232, 0.581167, 2]
[183.124434, 181.212577, 189.752468, 0.465667, 2]
[184.365759, 188.673431, 194.350083, 0.538667, 2]
[57.691106, 29.835462, 6.789738, 0.067667, 1]
[46.817287, 23.008668, 3.349328, 0.051333, 1]
[77.758012, 44.011852, 20.511133, 0.200333, 1]
[72.950854, 40.698508, 17.027339, 0.137667, 1]
[95.535777, 62.430867, 44.521246, 0.215333, 1]
[27.317614, 10.116768, 2.772879, 0.005167, 1]
[49.540215, 22.140335, 5.854535, 0.036333, 1]
[74.213455, 44.562755, 30.213058, 0.069333, 1]
[65.944765, 37.618048, 28.612024, 0.087667, 1]
[31.121043, 12.875161, 4.520627, 0.046167, 1]
[178.021669, 181.450227, 186.345299, 0.472500, 2]
[190.540715, 180.659574, 179.934000, 0.513667, 2]
[53.459944, 25.192751, 13.735154, 0.049500, 1]
[180.490050, 177.037371, 187.811893, 0.461667, 2]
[178.748754, 182.005660, 187.377642, 0.467000, 2]
[73.856456, 40.480517, 25.989983, 0.092667, 1]
[39.591329, 15.644684, 4.162278, 0.040167, 1]
[49.482728, 22.639848, 12.094260, 0.051167, 1]
[56.943430, 24.663100, 10.186067, 0.051000, 1]
[200.324698, 88.567083, 32.446928, 0.201167, 4]
[182.632704, 187.274219, 192.753466, 0.494667, 2]
[182.918588, 178.954678, 187.782518, 0.338667, 2]
[86.537027, 51.963545, 39.349859, 0.181167, 1]
[58.149341, 26.263745, 12.760744, 0.069500, 1]
[185.809479, 191.709945, 197.482322, 0.537333, 2]
[62.538352, 28.826437, 14.816301, 0.093667, 1]
[184.958547, 181.617555, 188.153355, 0.522500, 2]
[184.861025, 187.641973, 193.226015, 0.553333, 2]
[39.188606, 16.234974, 3.824085, 0.041833, 1]
[48.510289, 22.154215, 6.455805, 0.048500, 1]
[67.943503, 35.094500, 17.594862, 0.160500, 1]
[69.814348, 36.888735, 19.019791, 0.098667, 1]
[85.579592, 52.944232, 36.655125, 0.271333, 1]
#beterraba e testes sem fundo e prato
[64.492252, 35.600200, 50.440185, 0.135500, 5]
[69.521858, 37.247058, 52.306379, 0.290333, 5]
[71.522669, 39.097084, 52.465774, 0.252667, 5]
[52.734391, 17.723732, 29.327242, 0.040667, 5]
[194.771436, 92.752553, 36.666981, 0.231833, 4]
[115.413294, 147.041222, 61.404014, 0.349833, 3]
[77.063549, 134.366082, 33.619573, 0.294000, 3]
[98.922393, 154.752406, 47.555527, 0.312333, 3]
